Delivery_Date,Delivery_ID,Delivery_Partner,Package_Type,Vehicle_Type,Delivery_Mode,Region,Weather_Condition,Distance_KM,Package_Weight_KG,Delivery_Time,Expected_Time,Delayed,Delivery_Status,Delivery_Rating,Delivery_Cost
26-10-2025,2283070,blue dart,furniture,van,two day,east,hot,183.5,18,11:00:00 AM,11:20:00 AM,no,delivered,5,971.59
27-10-2025,2283160,shadowfax,pharmacy,ev bike,same day,central,foggy,262.9,37.1,11:05:00 AM,12:00:00 PM,yes,delayed,2,1525.86
28-10-2025,2283250,xpressbees,pharmacy,bike,express,north,clear,270.3,35.4,11:10:00 AM,12:00:00 PM,yes,delayed,2,1507.79
29-10-2025,2283340,ecom express,automobile parts,bike,standard,north,foggy,193.6,11.7,11:15:00 AM,11:50:00 AM,no,delivered,4,1003.07
30-10-2025,2283430,fedex,pharmacy,van,same day,east,foggy,272.2,31.3,11:20:00 AM,12:00:00 PM,yes,delayed,2,1554.99
31-10-2025,2283520,shadowfax,clothing,van,two day,east,clear,67.3,24.4,11:25:00 AM,11:20:00 AM,no,delivered,4,409.61
01-10-2025,2283610,shadowfax,groceries,bike,express,east,rainy,165,45.6,11:30:00 AM,12:00:00 PM,yes,delayed,3,1011.65
02-10-2025,2283700,delhivery,clothing,scooter,two day,south,rainy,267.9,49.5,11:35:00 AM,11:30:00 AM,no,delivered,5,1487.91
03-10-2025,2283790,xpressbees,cosmetics,ev bike,standard,central,hot,280.8,7.4,11:40:00 AM,11:30:00 AM,no,delivered,4,1426.32
04-10-2025,2283880,delhivery,automobile parts,truck,standard,north,hot,297.1,9.5,11:45:00 AM,11:30:00 AM,no,delivered,4,1521.41
05-10-2025,2283970,fedex,cosmetics,truck,same day,north,rainy,243.1,18.1,11:50:00 AM,12:00:00 PM,yes,failed,2,1369.92
06-10-2025,2284060,ecom express,documents,bike,express,south,cold,21.1,42.7,11:55:00 AM,11:39:00 AM,no,delivered,3,283.57
07-10-2025,2284150,amazon logistics,cosmetics,ev bike,standard,west,rainy,236.6,49.5,12:00:00 PM,11:48:00 AM,no,delivered,4,1332.07
08-10-2025,2284240,fedex,electronics,truck,two day,north,stormy,36.5,33,12:05:00 PM,12:02:00 PM,no,delivered,3,281.38
09-10-2025,2284330,ekart,documents,van,express,west,rainy,243.4,43.6,12:10:00 PM,12:05:00 PM,yes,delayed,3,1397.71
10-10-2025,2284420,amazon logistics,documents,truck,express,south,clear,49.9,19.7,12:15:00 PM,12:08:00 PM,no,delivered,5,358.72
11-10-2025,2284510,amazon logistics,furniture,bike,same day,west,stormy,220.6,14.2,12:20:00 PM,12:11:00 PM,yes,delayed,3,1245.48
12-10-2025,2284600,dhl,documents,ev bike,two day,south,rainy,255.8,7.1,12:25:00 PM,12:14:00 PM,no,delivered,4,1300.33
13-10-2025,2284690,delhivery,groceries,scooter,standard,west,clear,42.1,7.6,12:30:00 PM,12:17:00 PM,no,delivered,4,233.42
14-10-2025,2284780,shadowfax,electronics,bike,express,north,cold,8.4,19.9,12:35:00 PM,12:20:00 PM,no,delivered,5,151.58
15-10-2025,2284870,shadowfax,fragile items,scooter,two day,west,hot,229,5.5,12:40:00 PM,12:23:00 PM,no,delivered,4,1161.5
10-10-2025,2284960,ecom express,groceries,van,same day,north,hot,171.9,9.7,12:45:00 PM,12:26:00 PM,no,delivered,4,988.6
11-10-2025,2285050,ecom express,fragile items,van,standard,east,cold,105.1,45.6,12:50:00 PM,12:29:00 PM,no,delivered,5,662.21
12-10-2025,2285140,ekart,electronics,scooter,standard,west,hot,116.4,36.8,12:55:00 PM,12:32:00 PM,no,delivered,4,692.4
12-10-2025,2285230,ekart,fragile items,ev bike,same day,north,rainy,28,11.2,01:00:00 PM,12:35:00 PM,no,delivered,5,273.54
12-10-2025,2285320,ecom express,pharmacy,scooter,standard,central,cold,227.1,4.9,01:05:00 PM,12:38:00 PM,no,delivered,5,1150.17
12-10-2025,2285410,ekart,documents,bike,standard,central,foggy,270,18.4,01:10:00 PM,12:41:00 PM,no,delivered,4,1405.23
12-10-2025,2285500,fedex,cosmetics,scooter,two day,west,cold,52.1,6.1,01:15:00 PM,12:44:00 PM,no,delivered,3,278.86
17-10-2025,2285590,ekart,cosmetics,van,same day,south,cold,166.6,1.5,01:20:00 PM,12:47:00 PM,no,delivered,3,937.35
18-10-2025,2285680,dhl,cosmetics,bike,express,west,clear,229.3,40.8,01:25:00 PM,12:50:00 PM,no,delivered,5,1318.9
25-10-2025,2285770,shadowfax,fragile items,bike,express,south,cold,96.1,47.2,01:30:00 PM,12:53:00 PM,yes,delayed,2,672.19
26-10-2025,2285860,ekart,automobile parts,bike,two day,west,clear,283.2,25.3,01:35:00 PM,12:56:00 PM,no,delivered,5,1492.02
27-10-2025,2285950,dhl,clothing,van,two day,north,hot,90.2,42.7,01:40:00 PM,12:59:00 PM,no,delivered,5,579.07
28-10-2025,2286040,dhl,documents,ev van,same day,west,stormy,293.6,20.9,01:45:00 PM,11:00:00 PM,yes,failed,1,1630.73
29-10-2025,2286130,delhivery,electronics,truck,same day,south,rainy,33,47.9,01:50:00 PM,01:05:00 PM,no,delivered,4,408.58
30-10-2025,2286220,amazon logistics,electronics,bike,same day,east,cold,17.7,39.3,01:55:00 PM,01:08:00 PM,no,delivered,5,306.49
31-10-2025,2286310,ecom express,electronics,bike,express,south,foggy,147.2,41.9,02:00:00 PM,01:11:00 PM,yes,delayed,2,911.7
01-10-2025,2286400,fedex,cosmetics,bike,same day,south,foggy,7.9,10.1,02:05:00 PM,01:14:00 PM,no,delivered,4,169.65
02-10-2025,2286490,blue dart,pharmacy,bike,same day,south,cold,238.1,33.7,02:10:00 PM,01:17:00 PM,yes,delayed,2,1391.51
03-10-2025,2286580,shadowfax,electronics,truck,same day,central,stormy,218.5,49.5,02:15:00 PM,01:20:00 PM,no,delivered,5,1341.87
04-10-2025,2286670,fedex,groceries,ev bike,express,east,rainy,3.9,45.5,02:20:00 PM,01:23:00 PM,yes,delayed,3,205.94
05-10-2025,2286760,fedex,electronics,van,two day,west,cold,27.7,47.5,10:25:00 AM,10:22:00 AM,no,delivered,5,281.03
06-10-2025,2286850,shadowfax,clothing,van,express,west,clear,137.8,49.1,10:30:00 AM, 10:25:00 AM,no,delivered,4,886.36
07-10-2025,2286940,xpressbees,electronics,truck,same day,west,stormy,291.5,20.3,10:30:00 AM,12:00:00 PM,yes,delayed,3,1618.52
08-10-2025,2287030,delhivery,furniture,van,express,central,foggy,248.1,9.6,10:35:00 AM,12:00:00 PM,yes,failed,1,1319.27
09-10-2025,2287120,delhivery,electronics,ev bike,two day,north,hot,108.4,12.7,10:40:00 AM,10:34:00 AM,no,delivered,5,580.19
10-10-2025,2287210,delhivery,fragile items,ev bike,same day,east,clear,94.7,27.3,11:45:00 AM, 11:08:00 AM,no,delivered,4,655.34
11-10-2025,2287300,blue dart,automobile parts,ev van,same day,central,stormy,218.8,38.1,11:50:00 AM,12:00:00 PM,yes,delayed,2,1308.15
12-10-2025,2287390,ecom express,fragile items,bike,same day,central,foggy,91.9,18.5,12:00:00 PM,11:52:00 AM,yes,delayed,3,614.97
13-10-2025,2287480,xpressbees,fragile items,van,standard,east,foggy,211.2,10.8,12:15:00 PM,12:07:00 PM,no,delivered,4,1088.28
14-10-2025,2287570,shadowfax,cosmetics,ev van,two day,north,stormy,13.5,0.9,12:30:00 PM,12:13:00 PM,no,delivered,4,95.67
15-10-2025,2287660,xpressbees,automobile parts,ev bike,same day,south,foggy,247.6,16.2,12:45:00 PM,12:21:00 PM,no,delivered,4,1386.6
16-10-2025,2287750,delhivery,fragile items,ev bike,standard,south,foggy,56.4,11.5,01:00:00 PM,12:47:00 PM,no,delivered,5,316.53
17-10-2025,2287840,blue dart,clothing,van,express,south,rainy,109.7,46.9,01:15:00 PM,12:45:00 PM,yes,delayed,2,739.32
18-10-2025,2287930,amazon logistics,pharmacy,van,standard,north,rainy,214.5,45.5,01:00:00 PM,12:55:00 PM,no,delivered,5,1209.09
19-10-2025,2288020,fedex,documents,ev bike,standard,central,cold,66.3,14.5,03:10:00 PM,03:10:00 PM,no,delivered,5,374.97
20-10-2025,2288110,fedex,fragile items,van,express,east,foggy,297.1,17.9,03:25:00 PM,03:16:00 PM,no,delivered,3,1600.32
21-10-2025,2288200,xpressbees,electronics,van,two day,south,foggy,103.8,13.7,03:35:00 PM,03:10:00 PM,no,delivered,5,560.04
22-10-2025,2288290,delhivery,groceries,van,same day,central,hot,169.6,17.2,03:50:00 PM,11:00:00 PM,yes,failed,1,999.66
23-10-2025,2288380,amazon logistics,groceries,bike,two day,central,clear,258.1,19.8,04:00:00 PM, 03:30:00 PM,no,delivered,4,1349.93
24-10-2025,2288470,xpressbees,fragile items,ev bike,standard,south,hot,292.1,11.4,04:10:00 PM, 04:05:00 PM,no,delivered,5,1494.64
25-10-2025,2288560,dhl,documents,ev van,same day,north,clear,271.4,2.7,04:30:00 PM, 04:19:00 PM,yes,delayed,3,1465.07
26-10-2025,2288650,fedex,automobile parts,bike,express,west,clear,274,39,05:05:00 PM, 04:55:00 PM,no,delivered,5,1536.88
27-10-2025,2288740,delhivery,furniture,van,standard,central,rainy,218.5,10.4,05:20:00 PM, 05:10:00 PM,no,delivered,4,1123.58
28-10-2025,2288830,blue dart,cosmetics,ev bike,two day,west,clear,31.2,42.6,05:20:00 PM, 05:18:00 PM,no,delivered,4,283.8
29-10-2025,2288920,ekart,furniture,bike,standard,central,foggy,73.3,46.9,05:25:00 PM, 05:16:00 PM,no,delivered,5,507.23
30-10-2025,2289010,amazon logistics,groceries,scooter,express,north,cold,203.2,28.3,05:30:00 PM, 05:25:00 PM,yes,delayed,3,1150.93
31-10-2025,2289100,blue dart,documents,ev van,same day,north,rainy,196.4,27.4,06:00:00 PM, 05:40:00 PM,yes,delayed,3,1164.14
01-10-2025,2289190,ekart,documents,ev bike,express,east,rainy,190.9,10.4,06:15:00 PM, 06:10:00 PM,yes,delayed,2,1035.61
02-10-2025,2289280,blue dart,pharmacy,ev van,standard,east,clear,38.5,21.9,06:30:00 PM, 06:28:00 PM,no,delivered,4,258.08
03-10-2025,2289370,ekart,documents,ev van,standard,north,foggy,78.7,22.8,06:45:00 PM, 06:10:00 PM,no,delivered,3,461.75
04-10-2025,2289460,delhivery,fragile items,ev bike,same day,north,foggy,188.1,40.5,07:00:00 PM,11:00:00 PM,yes,failed,1,1161.85
05-10-2025,2289550,ekart,clothing,scooter,standard,south,clear,141.2,17.8,07:15:00 PM, 07:10:00 PM,no,delivered,5,759.52
06-10-2025,2289640,xpressbees,clothing,ev van,standard,west,cold,190.9,16.5,07:30:00 PM, 07:15:00 PM,no,delivered,4,1003.88
07-10-2025,2289730,xpressbees,electronics,van,express,central,foggy,75.5,49.3,07:45:00 PM, 07:30:00 PM,yes,delayed,2,575.4
08-10-2025,2289820,dhl,fragile items,truck,two day,central,rainy,160.7,27.4,08:00:00 PM, 07:40:00 PM,no,delivered,4,885.64
09-10-2025,2289910,xpressbees,groceries,truck,standard,south,hot,9.1,36.7,08:15:00 PM, 08:10:00 PM,no,delivered,4,155.69
10-10-2025,2290000,shadowfax,electronics,truck,same day,south,stormy,14.9,32.2,08:30:00 PM, 08:28:00 PM,no,delivered,3,271.1
11-10-2025,2290090,ecom express,electronics,truck,express,central,clear,91.8,31.2,08:45:00 PM, 08:30:00 PM,no,delivered,5,602.69
12-10-2025,2290180,amazon logistics,automobile parts,ev bike,same day,north,cold,4.7,26.8,09:00:00 PM, 08:28:00 PM,no,delivered,4,203.81
13-10-2025,2290270,ekart,fragile items,bike,standard,west,foggy,121.5,10.7,10:25:00 AM,10:22:00 AM,no,delivered,5,639.66
14-10-2025,2290360,shadowfax,documents,van,two day,north,hot,95.4,13.4,10:30:00 AM, 10:25:00 AM,no,delivered,4,517.17
15-10-2025,2290450,amazon logistics,pharmacy,truck,express,south,stormy,150.1,44.3,10:30:00 AM,12:00:00 PM,yes,delayed,2,933.46
16-10-2025,2290540,ekart,documents,truck,standard,north,hot,29.1,31.4,10:35:00 AM, 10:29:00 AM,no,delivered,5,239.79
17-10-2025,2290630,shadowfax,fragile items,ev bike,express,east,rainy,135.8,37.1,10:40:00 AM,12:00:00 PM,yes,delayed,2,840.21
18-10-2025,2290720,dhl,cosmetics,van,express,north,rainy,51.3,47.2,11:45:00 AM,12:00:00 PM,yes,delayed,3,448.07
19-10-2025,2290810,ekart,groceries,ev van,two day,west,hot,131.5,11.7,11:50:00 AM,11:41:00 AM,no,delivered,3,692.54
20-10-2025,2290900,blue dart,automobile parts,bike,standard,east,cold,60.6,49.5,12:00:00 PM,11:52:00 AM,no,delivered,5,451.86
21-10-2025,2290990,delhivery,documents,ev bike,express,west,clear,199,14.7,12:15:00 PM,12:07:00 PM,no,delivered,5,1089.07
22-10-2025,2291080,xpressbees,automobile parts,scooter,standard,west,clear,59.4,11.9,12:30:00 PM,12:13:00 PM,no,delivered,3,332.64
23-10-2025,2291170,amazon logistics,documents,truck,standard,east,foggy,11.1,8.2,12:45:00 PM,12:21:00 PM,no,delivered,3,95.67
24-10-2025,2291260,shadowfax,fragile items,bike,two day,east,rainy,294.2,36.1,01:00:00 PM,12:47:00 PM,no,delivered,5,1579.3
25-10-2025,2291350,ekart,fragile items,scooter,two day,south,cold,208.8,29.1,01:15:00 PM,12:45:00 PM,no,delivered,4,1131.21
26-10-2025,2291440,delhivery,pharmacy,van,two day,west,stormy,232.8,47.6,01:00:00 PM,12:55:00 PM,no,delivered,3,1306.92
27-10-2025,2291530,shadowfax,clothing,bike,two day,central,clear,16.2,11,03:10:00 PM,03:10:00 PM,no,delivered,4,113.91
28-10-2025,2291620,blue dart,cosmetics,scooter,two day,north,foggy,198,16.9,03:25:00 PM,03:16:00 PM,no,delivered,4,1040.79
29-10-2025,2291710,fedex,cosmetics,truck,same day,north,rainy,159.8,9.9,03:35:00 PM,03:10:00 PM,yes,delayed,2,928.55
10-10-2025,2291800,ecom express,fragile items,bike,same day,west,hot,276,17.6,03:50:00 PM,03:40:00 PM,no,delivered,4,1532.8
11-10-2025,2291890,delhivery,documents,truck,express,west,stormy,209.1,19.4,04:00:00 PM, 03:30:00 PM,yes,delayed,3,1153.76
12-10-2025,2291980,shadowfax,documents,van,standard,east,stormy,62.5,1.4,04:10:00 PM, 04:05:00 PM,no,delivered,4,316.73
12-10-2025,2292070,ecom express,groceries,ev van,two day,north,rainy,49.1,14.6,04:30:00 PM, 04:19:00 PM,no,delivered,3,289.39
12-10-2025,2292160,dhl,groceries,truck,express,east,stormy,68.8,42.6,05:05:00 PM,11:00:00 PM,yes,failed,2,521.65
12-10-2025,2292250,amazon logistics,electronics,van,same day,east,rainy,182.7,6,05:20:00 PM,11:00:00 PM,yes,failed,1,1031.38
12-10-2025,2292340,amazon logistics,clothing,ev bike,two day,west,rainy,133.9,37.5,05:20:00 PM, 05:18:00 PM,no,delivered,4,782.12
17-10-2025,2292430,fedex,furniture,scooter,express,north,stormy,287.2,7.2,05:25:00 PM, 05:16:00 PM,yes,delayed,3,1507.54
18-10-2025,2292520,ekart,automobile parts,truck,standard,east,rainy,225.8,34.4,05:30:00 PM, 05:25:00 PM,no,delivered,5,1232.23
08-10-2025,2292610,xpressbees,clothing,scooter,express,north,stormy,36.7,8.6,06:00:00 PM,11:00:00 PM,yes,failed,2,259.21
09-10-2025,2292700,shadowfax,documents,van,two day,central,cold,285.2,35.8,06:15:00 PM, 06:10:00 PM,no,delivered,5,1533.4
10-10-2025,2292790,fedex,fragile items,van,standard,north,hot,227.5,11.5,06:30:00 PM, 06:28:00 PM,no,delivered,3,1171.85
11-10-2025,2292880,blue dart,electronics,truck,express,east,rainy,9.3,1.4,06:45:00 PM, 06:10:00 PM,yes,delayed,2,100.76
12-10-2025,2292970,xpressbees,electronics,scooter,standard,central,foggy,270.9,20.7,07:00:00 PM, 06:28:00 PM,no,delivered,5,1416.48
13-10-2025,2293060,blue dart,automobile parts,truck,two day,south,hot,197.3,6.6,07:15:00 PM, 07:10:00 PM,no,delivered,5,1006.18
14-10-2025,2293150,blue dart,documents,scooter,standard,north,stormy,111.1,4,07:30:00 PM, 07:15:00 PM,no,delivered,4,567.59
15-10-2025,2293240,delhivery,documents,scooter,express,west,hot,17.7,33.3,07:45:00 PM, 07:30:00 PM,yes,delayed,3,238.28
16-10-2025,2293330,fedex,electronics,bike,standard,south,cold,241.3,29,08:00:00 PM, 07:40:00 PM,no,delivered,5,1293.56
17-10-2025,2293420,blue dart,groceries,van,standard,west,hot,64.7,37,08:15:00 PM, 08:10:00 PM,no,delivered,4,434.47
18-10-2025,2293510,dhl,automobile parts,van,two day,east,cold,141.9,4.3,08:30:00 PM, 08:28:00 PM,no,delivered,4,722.49
19-10-2025,2293600,ekart,automobile parts,ev bike,express,south,rainy,286.6,12.4,08:45:00 PM, 08:30:00 PM,yes,delayed,2,1520.23
20-10-2025,2293690,fedex,pharmacy,van,two day,north,stormy,228.2,30.3,09:00:00 PM, 08:28:00 PM,no,delivered,5,1231.78
21-10-2025,2293780,xpressbees,cosmetics,truck,same day,south,foggy,167.2,41.4,10:25:00 AM,10:22:00 AM,no,delivered,4,1060.14
22-10-2025,2293870,fedex,pharmacy,ev van,standard,central,stormy,113.9,20.2,10:30:00 AM, 10:25:00 AM,no,delivered,4,630.07
23-10-2025,2293960,shadowfax,cosmetics,truck,standard,central,stormy,198.4,23.8,10:30:00 AM,10:27:00 AM,no,delivered,4,1063.25
24-10-2025,2294050,blue dart,furniture,ev van,standard,north,hot,180.6,17.3,10:35:00 AM, 10:29:00 AM,no,delivered,3,954.78
25-10-2025,2294140,blue dart,clothing,truck,standard,north,stormy,74.3,37,10:40:00 AM,10:34:00 AM,no,delivered,4,482.38
26-10-2025,2294230,ecom express,fragile items,scooter,same day,central,cold,240.7,4,11:45:00 AM,12:00:00 PM,yes,delayed,2,1315.56
27-10-2025,2294320,shadowfax,fragile items,van,standard,central,hot,36.7,44.1,11:50:00 AM,11:41:00 AM,no,delivered,3,315.71
28-10-2025,2294410,delhivery,clothing,ev bike,express,north,rainy,64.2,46,12:00:00 PM,11:52:00 AM,yes,delayed,2,509.03
29-10-2025,2294500,shadowfax,electronics,bike,standard,east,stormy,44,14.8,12:15:00 PM,12:07:00 PM,no,delivered,4,264.31
30-10-2025,2294590,delhivery,fragile items,van,two day,east,foggy,182.8,37.7,12:30:00 PM,12:13:00 PM,no,delivered,3,1027.04
31-10-2025,2294680,delhivery,electronics,truck,express,central,stormy,11.8,23.9,12:45:00 PM,11:00:00 PM,yes,failed,1,180.7
01-10-2025,2294770,dhl,fragile items,ev van,two day,west,clear,287.1,19.8,01:00:00 PM,12:47:00 PM,no,delivered,4,1494.99
02-10-2025,2294860,shadowfax,automobile parts,ev van,express,west,cold,187.7,8.9,01:15:00 PM,12:45:00 PM,yes,delayed,2,1015.29
03-10-2025,2294950,shadowfax,electronics,truck,express,north,cold,270.2,49.1,01:00:00 PM,12:55:00 PM,yes,delayed,2,1548.33
04-10-2025,2295040,amazon logistics,fragile items,scooter,express,west,stormy,37.7,37.4,03:10:00 PM,03:10:00 PM,yes,delayed,2,350.7
05-10-2025,2295130,blue dart,clothing,scooter,standard,central,hot,63.8,42.2,03:25:00 PM,03:16:00 PM,no,delivered,5,445.57
06-10-2025,2295220,blue dart,documents,truck,same day,east,hot,226.4,27.1,03:35:00 PM,03:10:00 PM,no,delivered,3,1313.3
07-10-2025,2295310,fedex,furniture,scooter,two day,east,clear,253.4,26.8,03:50:00 PM,03:40:00 PM,no,delivered,4,1347.25
08-10-2025,2295400,amazon logistics,cosmetics,ev bike,two day,south,clear,81.4,42.6,04:00:00 PM, 03:30:00 PM,no,delivered,4,534.89
09-10-2025,2295490,xpressbees,electronics,ev van,express,east,cold,217.2,21.4,04:10:00 PM,11:00:00 PM,yes,failed,1,1200.05
10-10-2025,2295580,xpressbees,electronics,scooter,two day,south,rainy,253.5,49.1,04:30:00 PM, 04:19:00 PM,no,delivered,5,1414.71
11-10-2025,2295670,delhivery,documents,ev van,express,north,hot,91.1,34.4,05:05:00 PM,11:00:00 PM,yes,failed,1,608.76
12-10-2025,2295760,amazon logistics,cosmetics,bike,standard,central,cold,105.5,27.4,05:20:00 PM, 05:10:00 PM,no,delivered,5,609.55
13-10-2025,2295850,ecom express,groceries,van,same day,south,cold,123.1,43.9,05:20:00 PM, 05:18:00 PM,no,delivered,5,847.14
14-10-2025,2295940,shadowfax,documents,van,express,north,cold,228.4,11.1,05:25:00 PM, 05:16:00 PM,yes,delayed,2,1225.39
15-10-2025,2296030,dhl,clothing,truck,express,west,cold,107.3,2.4,05:30:00 PM, 05:25:00 PM,no,delivered,4,593.67
16-10-2025,2296120,shadowfax,automobile parts,van,standard,north,clear,32.9,20.2,06:00:00 PM, 05:40:00 PM,no,delivered,5,225.01
10-10-2025,2296210,shadowfax,cosmetics,truck,standard,north,rainy,168.5,8.3,06:15:00 PM, 06:10:00 PM,no,delivered,4,867.46
11-10-2025,2296300,ecom express,automobile parts,bike,express,east,cold,17.2,6.5,06:30:00 PM, 06:28:00 PM,no,delivered,3,155.62
12-10-2025,2296390,delhivery,furniture,ev bike,same day,south,rainy,167.9,2.3,06:45:00 PM, 06:10:00 PM,yes,delayed,3,946.46
12-10-2025,2296480,fedex,fragile items,ev van,express,west,clear,90.3,43.3,07:00:00 PM, 06:28:00 PM,yes,delayed,3,631.37
12-10-2025,2296570,xpressbees,pharmacy,van,standard,south,foggy,206.9,22.3,07:15:00 PM, 07:10:00 PM,no,delivered,3,1101.49
12-10-2025,2296660,dhl,furniture,ev van,express,north,clear,55.9,15.4,07:30:00 PM, 07:15:00 PM,no,delivered,4,375.55
12-10-2025,2296750,amazon logistics,furniture,bike,standard,south,hot,224.5,45.4,07:45:00 PM, 07:30:00 PM,no,delivered,4,1258.76
17-10-2025,2296840,delhivery,furniture,ev bike,express,south,cold,278.6,14.1,08:00:00 PM, 07:40:00 PM,yes,delayed,3,1485.33
18-10-2025,2296930,delhivery,groceries,scooter,express,south,stormy,223.2,1.4,08:15:00 PM, 08:10:00 PM,yes,delayed,3,1170.2
26-10-2025,2297020,amazon logistics,pharmacy,ev bike,same day,east,hot,90.9,35,08:30:00 PM, 08:28:00 PM,no,delivered,5,659.53
27-10-2025,2297110,blue dart,furniture,truck,standard,north,foggy,163.6,8.7,08:45:00 PM, 08:30:00 PM,no,delivered,5,844.01
28-10-2025,2297200,dhl,automobile parts,bike,same day,west,hot,251.8,44.2,09:00:00 PM, 08:28:00 PM,no,delivered,3,1491.51
29-10-2025,2297290,ekart,automobile parts,van,two day,north,stormy,236.7,38.7,10:25:00 AM,10:22:00 AM,no,delivered,3,1299.69
30-10-2025,2297380,xpressbees,furniture,van,two day,west,foggy,17.6,5,10:30:00 AM, 10:25:00 AM,no,delivered,5,103.03
31-10-2025,2297470,delhivery,groceries,ev bike,two day,east,foggy,19.4,44.3,10:30:00 AM,10:27:00 AM,no,delivered,3,229.75
01-10-2025,2297560,dhl,cosmetics,bike,same day,north,clear,34.1,11.5,10:35:00 AM, 10:29:00 AM,no,delivered,3,305.03
02-10-2025,2297650,ecom express,pharmacy,ev van,two day,east,rainy,138.2,0.8,10:40:00 AM,10:34:00 AM,no,delivered,4,693.43
03-10-2025,2297740,dhl,documents,bike,express,central,stormy,54.9,9.4,11:45:00 AM,12:00:00 PM,yes,delayed,2,352.79
04-10-2025,2297830,shadowfax,fragile items,scooter,standard,central,hot,210.6,11.9,11:50:00 AM,11:41:00 AM,no,delivered,5,1088.7
05-10-2025,2297920,ecom express,cosmetics,bike,standard,west,rainy,269.4,19.1,12:00:00 PM,11:52:00 AM,no,delivered,4,1404.21
06-10-2025,2298010,shadowfax,pharmacy,ev van,two day,east,stormy,7.6,12.9,12:15:00 PM,12:07:00 PM,no,delivered,5,95.67
07-10-2025,2298100,xpressbees,fragile items,truck,standard,west,stormy,223.3,31.9,12:30:00 PM,12:13:00 PM,no,delivered,4,1212.14
08-10-2025,2298190,ecom express,documents,ev bike,standard,east,hot,12.2,19.5,12:45:00 PM,12:21:00 PM,no,delivered,4,119.38
09-10-2025,2298280,shadowfax,fragile items,ev bike,same day,south,rainy,24.2,22.6,01:00:00 PM,12:47:00 PM,no,delivered,5,288.86
10-10-2025,2298370,amazon logistics,clothing,truck,express,north,clear,130.5,34.1,01:15:00 PM,12:45:00 PM,no,delivered,5,804.74
11-10-2025,2298460,fedex,fragile items,scooter,same day,east,cold,297.1,27.7,01:00:00 PM,12:55:00 PM,no,delivered,4,1632.72
12-10-2025,2298550,amazon logistics,pharmacy,bike,standard,west,rainy,89.8,11.8,03:10:00 PM,03:10:00 PM,no,delivered,4,484.31
13-10-2025,2298640,shadowfax,pharmacy,van,express,central,clear,154.1,44,03:25:00 PM,03:16:00 PM,no,delivered,5,952.35
14-10-2025,2298730,dhl,cosmetics,van,two day,east,foggy,293.3,3,03:35:00 PM,03:10:00 PM,no,delivered,5,1475.44
15-10-2025,2298820,shadowfax,documents,van,same day,west,rainy,189.2,28,03:50:00 PM,03:40:00 PM,no,delivered,3,1129.94
16-10-2025,2298910,dhl,cosmetics,ev van,standard,west,rainy,109.8,20,04:00:00 PM, 03:30:00 PM,no,delivered,4,608.94
17-10-2025,2299000,dhl,electronics,bike,standard,south,clear,98.9,39.6,04:10:00 PM, 04:05:00 PM,no,delivered,5,613.36
18-10-2025,2299090,ekart,cosmetics,truck,same day,north,stormy,85.3,49.5,04:30:00 PM, 04:19:00 PM,no,delivered,4,675.69
19-10-2025,2299180,fedex,fragile items,bike,same day,east,rainy,25.6,29.6,05:05:00 PM, 04:55:00 PM,no,delivered,5,316.8
20-10-2025,2299270,dhl,electronics,truck,two day,west,hot,32.1,21.1,05:20:00 PM, 05:10:00 PM,no,delivered,4,223.74
21-10-2025,2299360,shadowfax,cosmetics,ev bike,standard,north,rainy,219.5,25.3,05:20:00 PM, 05:18:00 PM,no,delivered,5,1173.28
22-10-2025,2299450,dhl,cosmetics,bike,express,west,rainy,167.3,24.4,05:25:00 PM, 05:16:00 PM,yes,delayed,2,959.76
23-10-2025,2299540,fedex,furniture,van,standard,east,cold,39.6,36.7,05:30:00 PM, 05:25:00 PM,no,delivered,5,308.22
24-10-2025,2299630,blue dart,pharmacy,scooter,two day,south,clear,121.4,0.7,06:00:00 PM, 05:40:00 PM,no,delivered,4,608.41
25-10-2025,2299720,dhl,electronics,van,express,east,clear,71,41.3,06:15:00 PM, 06:10:00 PM,yes,delayed,3,528.96
26-10-2025,2299810,dhl,automobile parts,van,express,east,stormy,126.5,24.5,06:30:00 PM, 06:28:00 PM,yes,delayed,3,755.85
27-10-2025,2299900,ecom express,automobile parts,van,same day,west,clear,187.5,25.7,06:45:00 PM, 06:10:00 PM,no,delivered,3,1114.54
28-10-2025,2299990,fedex,cosmetics,truck,standard,north,cold,37.9,41.7,07:00:00 PM, 06:28:00 PM,no,delivered,3,314.66
29-10-2025,2300080,delhivery,electronics,scooter,two day,central,foggy,216,1.7,07:15:00 PM, 07:10:00 PM,no,delivered,4,1085.01
30-10-2025,2300170,ekart,groceries,ev van,express,south,rainy,12.7,46.2,07:30:00 PM,11:00:00 PM,yes,failed,2,252.04
10-10-2025,2300260,xpressbees,fragile items,ev van,same day,central,rainy,4.2,3.2,07:45:00 PM, 07:30:00 PM,no,delivered,5,130.54
11-10-2025,2300350,blue dart,cosmetics,van,same day,north,stormy,254.3,20.4,08:00:00 PM, 07:40:00 PM,yes,delayed,2,1432.61
12-10-2025,2300440,blue dart,automobile parts,ev van,same day,south,foggy,214.1,45.8,08:15:00 PM, 08:10:00 PM,no,delivered,5,1308.02
